"stop_id","pid","reason_for_stop","reason_for_stopcode","reason_for_stop_code_text","reason_for_stop_detail","reason_for_stop_explanation"
"169","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","unsafe speed, window tint, front plate violation"
"170","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","stop sign violation"
"171","1","Traffic Violation","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571","Equipment Violation","window tint"
"172","1","Reasonable Suspicion","13174","243(E)(1) PC - BAT:SPOUSE/EX SP/DATE/ETC (M) 13174","Matched suspect description","radio call"
"173","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","speed dui"
"174","1","Reasonable Suspicion","66205","640(B)(3) PC - SMOKING PROHIBITED AREA (I) 66205","Officer witnessed commission of a crime","PUBLIC OFFENSE"
"175","1","Traffic Violation","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146","Moving Violation","PUBLIC OFFENSE"
"176","1","Traffic Violation","54566","23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566","Equipment Violation","driving while on the phone"
"177","1","Reasonable Suspicion","99990","NA - XX AA - COMMUNITY CARETAKING (X) 99990","Other Reasonable Suspicion of a crime","5150 DANGER TO SELF"
"178","1","Traffic Violation","54178","21658(A) VC - UNSAFE LANE CHANGE/ETC (I) 54178","Moving Violation","stopped veh for unsafe lane change"
"179","1","Traffic Violation","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146","Moving Violation","PUBLIC OFFENSE"
"180","1","Reasonable Suspicion","49081","1370.5(A) PC - ESC:MENTAL HEALTH FACILTY (M) 49081","Matched suspect description","S/HE WAS DANGER TO SELF."
"181","1","Traffic Violation","66412","24400(B) VC - HEADLAMP VIOL DARK/WEATHR (I) 66412","Equipment Violation","NO HEADLAMP"
"182","1","Reasonable Suspicion","32102","602(O) PC - TRESPAS:REFUSE LEAVE PROP (M) 32102","Other Reasonable Suspicion of a crime","Contacted subject regarding a 602 radio call"
"183","1","Reasonable Suspicion","32102","602(O) PC - TRESPAS:REFUSE LEAVE PROP (M) 32102","Other Reasonable Suspicion of a crime","Responded to 602 radio call//subject agreed to leave"
"184","1","Traffic Violation","54193","24600 VC - TAILLAMP VIOLATIONS (I) 54193","Equipment Violation","broken head lamp"
"185","1","Reasonable Suspicion","33029","415.5(A)(2) PC - LOUD/UNREAS NOISE UNV/ETC (M) 33029","Matched suspect description","couple having a loud verbal dispute disrupting the neighbors"
"185","2","Reasonable Suspicion","53073","415(2) PC - UNREASONABLE NOISE (M) 53073","Matched suspect description","loud verbal dispute with boyfriend disrupting neighbors"
"186","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","sto sting"
"186","2","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","stop sign"
"186","3","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","stop sign"
"186","4","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","stop sign"
"186","5","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","Stop sigm"
"186","6","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","stop sign"
"186","7","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","stop sign"
"187","1","Traffic Violation","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571","Moving Violation","Traffic stop."
"188","1","Reasonable Suspicion","99999","NA - XX AA - CODE NOT FOUND IN TABLE (X) 99999","Matched suspect description","Subject was placed on a 5150 hold"
"189","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Non-moving Violation, including Registration Violation","expired registration"
"190","1","Traffic Violation","54133","21451(A) VC - GREEN LT:UTURN/YIELD VIOL (I) 54133","Moving Violation","No stop"
"191","1","Reasonable Suspicion","99990","NA - XX AA - COMMUNITY CARETAKING (X) 99990","Other Reasonable Suspicion of a crime","MTS asked us to help identify"
"192","1","Traffic Violation","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098","Moving Violation","DID NO STOP AT LIMIT LINE"
"193","1","Reasonable Suspicion","53130","415(2) PC - LOUD/UNREASONABLE NOISE (I) 53130","Matched suspect description","subject made suicidal statements"
"194","1","Traffic Violation","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571","Equipment Violation","TINTED WINDOWS"
"195","1","Traffic Violation","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644","Equipment Violation","no plate"
"196","1","Traffic Violation","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098","Moving Violation","STOP SIGN VIOLATION"
"197","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","cell phone"
"198","1","Traffic Violation","66412","24400(B) VC - HEADLAMP VIOL DARK/WEATHR (I) 66412","Equipment Violation","RIGHT HEADLAMP NOT ILLUMINATED"
"199","1","Reasonable Suspicion","29110","594(A)(1) PC - VANDALISM:DEFACE PROPERTY (M) 29110","Other Reasonable Suspicion of a crime","DAMAGING NEIGHBORS PROPERTY"
"199","1","Reasonable Suspicion","29110","594(A)(1) PC - VANDALISM:DEFACE PROPERTY (M) 29110","Matched suspect description","DAMAGING NEIGHBORS PROPERTY"
"200","1","Reasonable Suspicion","32118","601(A)(1) PC - TRESPASS RESDNC THRTN SBI (M) 32118","Matched suspect description","Subject was detained pending 602 radio call"
"201","1","Reasonable Suspicion","32023","602(A) PC - TRESP:DESTROY STAND TIMBR (M) 32023","Matched suspect description","FEMALE WAS REFUSING TO LEAVE HOUSE"
"202","1","Traffic Violation","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571","Equipment Violation","window tint on drivers window"
"203","1","Reasonable Suspicion","99990","NA - XX AA - COMMUNITY CARETAKING (X) 99990","Other Reasonable Suspicion of a crime","5150 Eval"
"204","1","Reasonable Suspicion","99999","NA - XX AA - CODE NOT FOUND IN TABLE (X) 99999","Matched suspect description","detained for 515 WI"
"204","1","Reasonable Suspicion","99999","NA - XX AA - CODE NOT FOUND IN TABLE (X) 99999","Officer witnessed commission of a crime","detained for 515 WI"
"205","1","Reasonable Suspicion","22022","459 PC - BURGLARY:SECOND DEGREE (F) 22022","Actions indicative of casing a victim or location","I observed the subject peering into a closed synagogue. The subject was wearing dark clothing at the time. The subject did not exhibit normal behaviors of subjects associated with the synagogue. The subject was FI'd."
"206","1","Traffic Violation","54986","21460(C) VC - CROSS BRKN/SOLID WHI LINE (I) 54986","Moving Violation","Traffic stop"
"206","2","Traffic Violation","54986","21460(C) VC - CROSS BRKN/SOLID WHI LINE (I) 54986","Moving Violation","Traffic stop."
"207","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","cell phone"
"208","1","Traffic Violation","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571","Equipment Violation","window tint"
"209","1","Reasonable Suspicion","99990","NA - XX AA - COMMUNITY CARETAKING (X) 99990","Matched suspect description","5150 W&I"
"210","1","Traffic Violation","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099","Equipment Violation","suspended registration to vehicle"
"211","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","cell phone"
"212","1","Traffic Violation","66424","24600(B) VC - TAILLAMP VIOL 2 LIGHTS (I) 66424","Equipment Violation","license plate light"
"213","1","Traffic Violation","54191","24250 VC - DRIVE WITHOUT LIGHTS:DARK (I) 54191","Equipment Violation","DRIVING WITHOUT HEADLAMPS DURING DARKNESS"
"214","1","Traffic Violation","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146","Moving Violation","Made a right turn in violation of sign"
"215","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","cell phone"
"216","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Equipment Violation","SUBJ USING CELL PHONE"
"217","1","Traffic Violation","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098","Moving Violation","RAN THROUGH RED LIGHT"
"218","1","Reasonable Suspicion","50106","166(A)(4) PC - CONTEMPT:DISOBEY CRT ORDR (M) 50106","Witness or Victim identification of Suspect at the scene","TRO Violation"
"219","1","Traffic Violation","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571","Equipment Violation","window tint on drivers window"
"220","1","Reasonable Suspicion","99999","NA - XX AA - CODE NOT FOUND IN TABLE (X) 99999","Other Reasonable Suspicion of a crime","5150-wi-dts"
"221","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","cell phone"
"222","1","Traffic Violation","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168","Non-moving Violation, including Registration Violation","EXPIRED TABS"
"223","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Equipment Violation","SUBJ USING CELL PHONE"
"224","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","cell phone"
"225","1","Knowledge of outstanding arrest warrant/wanted person","","","","Subject had a warrant for his arrest"
"226","1","Reasonable Suspicion","13217","245(A)(4) PC - ADW/FORCE:POSSIBLE GBI (F) 13217","Matched suspect description","subject called upon by victim for strangulating (DV related). Subject placed under arrest for 243E1 PC and booked."
"226","1","Reasonable Suspicion","13217","245(A)(4) PC - ADW/FORCE:POSSIBLE GBI (F) 13217","Witness or Victim identification of Suspect at the scene","subject called upon by victim for strangulating (DV related). Subject placed under arrest for 243E1 PC and booked."
"227","1","Traffic Violation","66880","38170(B) VC - LICENSE PLATE NOT VISIBLE (I) 66880","Equipment Violation","NO FRONT PLATE"
"228","1","Investigation to determine whether the person was truant","","","","SLEEPER"
"229","1","Reasonable Suspicion","23132","487(A) PC - GRDTHFT:MONEY/LABOR/PROP (F) 23132","Matched suspect description","TARGET SHOPLIFT"
"229","2","Reasonable Suspicion","23091","484(A) PC - GRAND THEFT (F) 23091","Matched suspect description","SHOPLIFT"
"230","1","Traffic Violation","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098","Moving Violation","red light"
"231","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Equipment Violation","SUBJ USING CELLPHONE"
"232","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","Driver did not come to complete stop at a 3 way posted stop sign"
"233","1","Traffic Violation","54105","21802(A) VC - ENT THROUGH HWY:W/O YIELD (I) 54105","Moving Violation","entering roadway from a stop sign without yielding to oncoming traffic"
"234","1","Reasonable Suspicion","35143","11550 HS - UNDER INFLUENCE CNTL SUB (M) 35143","Matched suspect description","DIPLAYED SYMPTOMOLOGY OF BEING UNDER THE INFLUENCE"
"235","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","cell phone"
"236","1","Traffic Violation","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098","Moving Violation","OBSERVED VEHICLE ENTER INTERSECTION WHEN MY LIGHT TURNED GREEN."
"237","1","Knowledge of outstanding arrest warrant/wanted person","","","","WARRANT"
"238","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Equipment Violation","SUBJ USING CELL PHONE"
"239","1","Reasonable Suspicion","23127","22435.2(A) BP - REM SHOPPING/LAUNDRY CART (M) 23127","Officer witnessed commission of a crime","SHOPPING CART"
"240","1","Traffic Violation","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099","Non-moving Violation, including Registration Violation","VEH REG EXPIRED"
"241","1","Traffic Violation","66880","38170(B) VC - LICENSE PLATE NOT VISIBLE (I) 66880","Equipment Violation","REAR PLATE NOT ATTATCHED"
"242","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","speeding and modified exhaust"
"243","1","Traffic Violation","54122","21457(A) VC - FAIL STOP:FLASH RED LIGHT (I) 54122","Moving Violation","Failed to stop at red light"
"244","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","cell phone"
"245","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Equipment Violation","SUBJ USING CELL PHONE"
"246","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","cell phone"
"247","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","SUBJ SPEEDING"
"248","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","cell phone"
"249","1","Reasonable Suspicion","66100","978.5 PC - BENCH WARRANT:FTA:MISD (M) 66100","Matched suspect description","two warrants"
"250","1","Traffic Violation","54183","21950(B) VC - PED IN XWALK STOP/ETC VEH (I) 54183","Non-moving Violation, including Registration Violation","ped in crosswalk per sgt"
"251","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","SUBJECT SPEEDING"
"252","1","Traffic Violation","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644","Equipment Violation","no plates"
"253","1","Traffic Violation","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098","Moving Violation","failed to stop at stop sign"
"254","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","cell phone"
"255","1","Traffic Violation","54220","22100(A) VC - IMPROPER RIGHT HAND TURN (I) 54220","Moving Violation","Right turn on double solid line"
"256","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","SUBJECT SPEEDING"
"257","1","Traffic Violation","54208","4454(A) VC - NO REGISTRATION IN VEH (I) 54208","Equipment Violation","gave warning"
"258","1","Traffic Violation","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168","Non-moving Violation, including Registration Violation","tabs obscured by lic plate cover"
"259","1","Traffic Violation","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099","Non-moving Violation, including Registration Violation","exp reg"
"260","1","Traffic Violation","66881","38170(C) VC - LICENSE PLATE NONCOMPLNT (I) 66881","Equipment Violation","license plate blocked"
"261","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","SUBJECT SPEEDING"
"262","1","Traffic Violation","54101","16028(A) VC - FAIL PROVE FIN RSP:PO REQ (I) 54101","Non-moving Violation, including Registration Violation","SUBJECT HAD SUSPENDED LICENSE AND NO INSURANCE AT ACCIDENT"
"263","1","Reasonable Suspicion","23132","487(A) PC - GRDTHFT:MONEY/LABOR/PROP (F) 23132","Matched suspect description","bait bike"
"264","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","cell phone"
"265","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","SUBJ SPEEDING"
"266","1","Traffic Violation","66530","26450 VC - REQ BRAKE SYSTEMS VIOL (I) 66530","Equipment Violation","NO BRAKE LIGHTS ILLUMINATED WHILE BRAKING"
"267","1","Traffic Violation","54566","23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566","Moving Violation","cell phone"
"268","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","Speeding and blocking the roadway"
"269","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","SUBJECT SPEEDING"
"270","1","Reasonable Suspicion","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002","Officer witnessed commission of a crime","ENCAMPMENT"
"271","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","cell phone"
"272","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","SUBJ SPEEDING"
"273","1","Reasonable Suspicion","32100","602(M) PC - TRESPASS:OCC PROP W/O CON (M) 32100","Officer witnessed commission of a crime","loa on file for location"
"273","2","Reasonable Suspicion","32100","602(M) PC - TRESPASS:OCC PROP W/O CON (M) 32100","Officer witnessed commission of a crime","loa on file for location"
"273","3","Reasonable Suspicion","32100","602(M) PC - TRESPASS:OCC PROP W/O CON (M) 32100","Officer witnessed commission of a crime","loa on file for location"
